biomarker,n,events,hr_ref,lcl_ref,ucl_ref,p_ref,p_interaction,family,p_adj_holm,q_adj_bh,biomarker_label,hr_ref_ci,p_ref_fmt,p_int_fmt,p_holm_fmt,q_bh_fmt
z_log_ntprobnp_e1,6319,450,2.114798625369064,1.7763457283795028,2.51773804750434,3.8628421594020034e-17,0.772488661304497,secondary_cardiac,0.9905729975420594,0.772488661304497,NT-proBNP (log-z),"2.11 (1.78, 2.52)",3.86e-17,0.772,0.991,0.772
z_log_troponin_e1,6320,450,1.6037491213543034,1.3992795488613525,1.8380967879775305,1.1378411855928773e-11,0.4952864987710297,secondary_cardiac,0.9905729975420594,0.772488661304497,Troponin (log-z),"1.60 (1.40, 1.84)",1.14e-11,0.495,0.991,0.772
